,summarization
1719,"I called an hour before reaching the hotel. The central reservation desk was friendly and informed us of the various rooms and told us they had avalibility. We asked for a room at the front desk and were shocked to hear that rooms were not avaliable. At checkout we narrated the story to someone introduced to us as the manager. He apologised but had no explanation. He only offered to compensate by arranging a cab to drop us to the airport for free. We paid 300+ dollars each night, were lied to, treated in most unprofessional manner."
1720,The hotel is still undergoing major refurbishment which means granite blocks are being machined noisily in the reception. The pool was closed to 'guests' throughout our stay whilst they catered for weddings and the like. Drinks were ridiculously expensive £80 or $150 for a medium range bottle of wine and £12 or $22 for a gin and tonic! Our group felt very unwelcome and unwanted.
1721,"The lobby is large and a bit over the top with a lot of black granite and brass; probably inspired by a visit to a Hindu temple filtered through a 1980’s ascetic sensibility. There are well over 500 rooms and many people from Delhi come here for the food, so the property is pretty busy well into the night. It is located in the south part of Delhi so getting to the main part of town for sightseeing is kind of a pain."
1722,"Stopped for a week and also used one of their conference rooms. There were renovations going on but we were well informed and the rooms were clean and tidy. The food and drink was great but very expensive, especially the wine."
1723,The room was clean with hardwood floors and a nice view. Has a good japanese steak house and a great coffee house. But for those singles this place does not have a nit club.
1724,"their service was excellent.all the time they were asking for snax,food,tea etc. and they gave me all that with good manner."
1725,"Our company's team of 9 stayed here for a week and overall we had a good experience. Most of the staff was friendly and helpful and when I asked for a room change to move further away from the public area, they were very accommodating. The italian restaurant was really good and highly recommended when you need a break."
1726,"The hotel does not disclose that it is undergoing renovations anywhere on its website. Despite recent renovations to the room, the mattress sagged and I ended up sleeping in the middle so as not to get a sinking feeling. The hotel also charged me for an airport transfer when I did not use one."
1727,"Reservation was done online, on Hyatt's site but did not have room as per our requirement reserved. Room Service staff could not take order properly. Once I received order it was cold and barely edible."
1728,Stayed 3 nights in a King room. Burned Gold Passport points for 2 of them. Check in was not smooth. Room was not ready and it was after midnight. There are a lot of airline crew that stay here so that is probably why.
1729,"I spent only two days with my mom in this hotel in the end our trip to India. The hotel, restaurants and rooms are nice. It is expensive and the service is poor. The frontdesk was also very rough."
1730,We stayed 2 nights at the Hyatt Regency in New Delhi. Overall the experience was OK but there were several issues which meant I couldn't give this property a higher rating. Our room cards stopped working on the 2nd day and it took two trips to the front desk to sort them out.
1731,"We loved this hotel...Was not inexpensive, but loved everything about it. Staff was very pleasant &amp; helpful. Breakfast was good."
1732,"i like this hotel visit delhi mainly for business and was picked up every morning for work so i really dont know if location is a good one in my opinion there was nothing around or walking distance to see or visitevery restaurant visited was al least 20 minutes by carinside the hotel was perfect :room of good size ,perfectly mantained ,good business services and breakfastnothing to complain about was a joy arriving everyday after a long working day."
1733,"This was my second time at the Hyatt Regency in Delhi - the first time was two years ago and there were some things I didn't like then. This time I stayed a week and I have to say that everything was nearly perfect - nice room, comfortable bed, good restaurants, good service."
